Identifier,rr,nt1,ft1,nt2,ft2,na1,fa1
Responsive,0.855357086,362.3877506,379.0663941,2841.627579,2402.233275,72.80830613,74.36728738
Responsive,1.496214618,538.0318663,386.3726169,2677.237465,2428.508155,67.82786907,63.1426306
Responsive,1.241433284,518.7795875,423.2900476,2723.852494,2398.086161,69.57236743,69.50197548
Responsive,1.038586958,490.2797986,378.180255,2680.036456,2675.139116,70.93624503,71.78800609
Responsive,1.015163977,465.8322594,399.941758,2739.058224,2727.285811,67.42770249,78.97000548
Responsive,0.549724593,433.426084,429.8089732,2618.09938,2518.435171,68.39447435,69.38672763
Responsive,1.676910033,471.7714267,381.804443,2926.363899,2505.346878,69.48239571,71.64461284
Responsive,0.347585625,545.087557,342.07334,2810.044565,2421.062887,68.78856341,64.13907255
Responsive,0.838030797,494.6627424,337.9772654,2838.265822,2622.679723,73.38192321,72.24690934
Responsive,1.040982554,460.0726971,390.5064247,2617.595841,2621.558735,71.42713277,64.7365201
Responsive,0.612472931,508.2621748,393.9678101,2927.287658,2714.382043,71.50829339,73.82589045
Responsive,0.991183179,467.5394932,324.7303745,2839.378487,2678.092785,69.40854066,72.50866102
Responsive,1.081219607,490.0949554,414.8037402,2742.598185,2584.504161,66.56959323,66.73252176
Responsive,1.096763548,516.3223009,385.1626617,2866.604205,2487.383638,67.34347871,70.02448971
Responsive,0.915957352,455.6541087,340.2238121,2810.698117,2474.404706,68.68342931,63.02771226
Responsive,1.19119754,545.8809008,397.388649,2557.974482,2599.349243,68.87959145,66.82763046
Responsive,0.76555582,567.0041947,408.1493446,2749.48706,2549.896428,71.80295994,75.49250037
Responsive,0.640494532,594.9676426,347.060594,2756.395415,2618.861831,71.46128022,69.21859544
Responsive,0.324310672,458.9022021,317.8799104,2727.715416,2564.101404,71.62247653,68.09493564
Responsive,0.159545646,486.6486296,324.2966764,2912.456879,2537.533762,71.79421986,69.49562034
Responsive,0.495601415,601.3497874,362.6408162,2746.465194,2478.729572,68.87357094,71.99033027
Responsive,0.627621096,527.5209234,340.4888352,2933.832577,2483.547356,67.71459586,70.5676393
Responsive,0.322564296,511.0739814,317.7447256,2865.089597,2483.091061,75.50593306,68.53521637
Responsive,0.695964113,453.7490601,469.1038234,2665.416732,2584.992308,70.23073801,76.561528
Responsive,1.518341883,557.1348224,383.7617958,2705.420225,2196.361026,69.40141449,63.70837015
Responsive,0.871071468,541.49453,337.8840524,2669.153007,2647.384845,67.62925889,80.30636257
Responsive,0.815251046,535.3463616,366.7793682,2704.808485,2577.5119,72.29772523,60.22423494
Responsive,1.821610706,467.6503936,367.7351681,2965.505107,2404.891751,69.73021239,60.41266029
Responsive,0.309350321,432.3015585,383.9063495,2934.513668,2547.122263,65.44341691,64.61287203
Responsive,1.226731489,447.3730201,422.2725845,2694.966941,2749.146635,70.54732358,62.29882914
Responsive,0.916024558,501.4592271,347.2998393,2540.305221,2513.145345,71.39981643,59.05140871
Responsive,1.38267601,539.974444,283.4843695,3009.147098,2706.996252,69.62805409,67.49184556
Responsive,1.085561367,499.1346097,382.0040556,2639.82676,2442.032863,66.15183665,68.61633475
Responsive,0.89497557,430.096084,330.5754868,2721.319686,2561.793642,61.89309592,72.43820953
Responsive,0.668290109,508.18138,367.3681453,2787.362332,2760.642796,67.31255374,72.28544935
Responsive,1.514296895,469.9091224,280.7732071,2672.675156,2554.821367,72.2732563,68.63383657
Responsive,1.044785275,492.3094399,398.6007536,2718.592591,2304.14018,73.74215649,67.46629339
Responsive,1.770300629,483.0322576,352.6035492,2758.049506,2530.991497,66.93716772,67.76525277
Responsive,1.017472164,522.3765981,376.2694165,2725.3927,2433.480204,70.22522794,69.02738708
Responsive,0.38392698,452.9743351,398.7400737,2900.232077,2600.031873,68.792779,73.75491064
Responsive,1.007350502,420.1936601,375.1065017,2661.557171,2404.789671,67.26681178,64.36464391
Responsive,0.544510951,462.9594474,409.7492573,2651.83773,2434.97018,68.34370205,76.66889864
Responsive,0.366575219,464.0668129,416.7724213,2827.16783,2501.821538,71.95151428,63.3863912
Responsive,0.880755533,514.5889719,389.6933063,2932.638626,2656.380238,70.28087079,72.67659982
Responsive,0.813321302,459.0161265,302.6546105,2620.407097,2690.509301,69.24374527,81.23612383
Responsive,1.395359389,537.75993,422.8343244,2587.854692,2621.51404,68.61853859,66.98869677
Responsive,1.718177628,470.7346797,357.5413962,2554.13431,2355.150684,69.24834799,70.37449355
Responsive,1.077858452,477.0534366,304.5293891,3009.476656,2636.476358,71.87130215,67.31162817
Responsive,-0.004373062,503.7881665,365.3930002,2730.3638,2380.375576,71.8105279,73.31289102
Responsive,0.506883711,482.7103731,416.8536887,2899.006288,2490.93241,69.72481104,65.6927452
Responsive,1.592528113,467.8850481,340.995068,2785.677111,2463.944186,65.18171745,74.65553812
Responsive,1.478424149,397.1213501,371.2071432,3122.013756,2483.582508,65.88566474,57.67321292
Responsive,0.700867935,425.9117114,388.1318521,2882.780719,2558.446908,71.19563359,69.72594594
Responsive,1.318624741,325.6730451,374.7196104,2795.36892,2613.835495,67.28166167,76.79169377
Responsive,1.884016355,529.6923647,324.8074887,2895.797514,2573.620823,66.35747202,73.473604
Responsive,0.321187391,497.0060341,373.5843443,2855.226119,2536.096129,68.93933983,65.97225456
Responsive,1.058025917,537.0682968,373.8465829,2731.817305,2420.814262,74.43268905,71.74187101
Responsive,0.819450294,516.006374,431.4360369,2635.703259,2583.548177,70.55445793,75.1957788
Responsive,1.098642027,468.0694964,433.8139978,2635.330285,2557.746259,69.69031453,70.59767287
Responsive,0.899847044,453.3969323,344.8103469,2740.158385,2544.993975,66.54988108,64.7855701
Responsive,0.853011158,523.3394627,316.907291,2941.621275,2568.147265,65.66578788,63.79211388
Responsive,0.905421576,488.2728306,293.3738219,2815.13152,2575.423444,70.58697059,75.6653386
Responsive,0.773091042,451.4046097,338.5503156,2698.768863,2624.74518,68.60588285,68.337003
Responsive,1.181175565,445.1876333,380.2606807,2661.265779,2762.526821,69.27258947,73.50956862
Responsive,0.87663403,454.3392639,368.8799868,2759.498886,2677.172547,64.1013298,65.90852903
Responsive,1.202038811,422.0650669,367.830575,2807.548154,2649.760361,73.10495626,65.46646594
Responsive,1.332111913,463.8041119,385.1951066,2673.480716,2530.267536,64.38996613,75.78722669
Responsive,1.335901307,455.1300379,440.2975672,2589.981183,2480.235476,69.08857541,68.1805577
Responsive,1.231642438,503.3832577,398.273751,2771.956952,2575.256234,70.37482594,67.75472815
Responsive,0.7406668,546.1969161,335.6428575,2770.896431,2612.271395,71.34542285,66.43113179
Responsive,0.620205623,423.065335,302.1153372,2744.842317,2608.074301,68.04040044,70.94085897
Responsive,1.094633019,451.2782751,413.3804463,2697.020481,2628.531775,72.07673552,75.70707121
Responsive,0.580374851,435.4045522,387.4298984,2804.572216,2622.889998,66.49380763,67.60562208
Responsive,0.224118476,593.3288319,328.8106038,2975.698086,2290.450928,70.78887608,68.24737677
Responsive,0.104914624,513.7964632,421.7763244,2532.59089,2746.363712,69.52575886,65.51667197
Responsive,0.606207986,470.4276487,393.2808529,2550.193704,2639.697388,68.33382883,74.32709123
Responsive,0.913353521,530.9272109,386.7450743,2861.545249,2376.947625,68.3366674,72.93420586
Responsive,1.916891816,458.2116293,386.2355301,2904.908159,2507.097093,63.05434178,62.05191539
Responsive,1.267479082,494.4577655,336.1932036,2661.750733,2731.204806,65.02245699,61.88856024
Responsive,0.450830043,458.3442755,343.8725243,2664.358366,2692.132695,74.71760433,72.10406806
Responsive,0.386695048,407.3100746,380.147155,2882.822851,2497.504004,76.02892714,69.93774793
Responsive,0.616655167,444.0179285,435.9330674,2556.057656,2570.286222,72.29492425,71.11872005
Responsive,1.08584108,485.8142555,419.4032166,2618.82073,2553.852481,69.75771329,67.28044308
Responsive,1.431421743,504.2706324,345.1149109,3007.464694,2416.260156,67.87661068,68.52120488
Responsive,1.191886719,502.2171732,357.6814151,2486.280715,2592.594837,67.28983665,63.94066526
Responsive,0.588202986,523.5663517,373.9214226,2821.043117,2432.398825,70.20006279,70.17942691
Responsive,1.135107611,511.8979574,308.3130653,2759.993774,2716.048974,67.14689346,71.14653421
Responsive,0.674388129,541.0562767,377.2918127,2632.876056,2444.975956,66.92810084,64.36942627
Responsive,0.624499318,497.1020625,375.4424482,2843.654071,2448.089496,69.9753744,78.49220946
Responsive,1.631646448,450.7905984,330.6944235,2670.381345,2708.231275,65.16039089,64.42161
Responsive,0.545323025,594.4423297,305.3784349,2646.494953,2675.975738,67.18610978,66.33007738
Responsive,1.7830608,617.4539151,326.7417494,2675.770213,2756.888818,64.13740803,71.53018892
Responsive,0.674102037,471.1770915,346.6899524,2846.538454,2391.789431,66.30627694,67.43258761
Responsive,0.738031282,538.9342303,340.4082968,2747.430309,2622.596907,71.8336459,60.81089152
Responsive,1.119519648,422.7539714,430.4959647,2939.811151,2449.65746,70.5151386,64.58893897
Responsive,1.319945499,447.9949102,331.3141377,2805.198291,2696.400816,68.70445923,71.1041882
Responsive,1.09670821,490.4773978,347.022921,2708.457703,2575.295231,69.43472553,75.33166883
Responsive,1.335003265,606.7247386,378.4554108,2722.863429,2568.969991,67.32348671,69.69847857
Responsive,0.457835156,453.2011816,419.458011,2783.565092,2547.353435,70.44859667,71.61698487
Responsive,0.628906775,377.2492556,333.0028009,2608.087857,2755.637593,70.28645759,65.99538863
Responsive,0.742592855,411.1355847,352.6459893,2718.547967,2590.682057,67.99278017,67.51458859
Responsive,1.003418129,460.328695,354.6835827,3048.40345,2730.697357,66.72096214,70.4510385
Responsive,0.984529399,554.7361082,411.9606622,2622.389439,2536.877268,69.53636974,68.67429234
Responsive,1.340362878,498.6337215,320.2499728,2877.290236,2582.717546,74.0634121,59.34060752
Responsive,0.984382064,393.3251614,314.4896985,2708.356005,2502.291649,66.92998932,67.43439274
Responsive,0.357918066,446.3112403,344.7112597,2332.630259,2511.969756,67.07288426,75.19064858
Responsive,0.999658392,503.0231987,383.280826,2675.09547,2481.9703,71.83966706,61.96243393
Responsive,1.317351981,506.6315982,386.4941288,3053.263921,2446.145137,69.44356222,72.02171874
Responsive,0.932153253,594.1405235,302.8888823,2781.111298,2693.841616,67.93444938,73.69035474
Responsive,0.925560249,619.8274943,419.8972015,2548.779024,2604.030745,73.65019355,73.04322096
Responsive,0.444245481,499.66777,358.8189814,2684.746665,2371.89107,69.7776199,69.08877777
Responsive,0.868934772,419.6931431,388.982851,2854.341306,2474.620558,70.7938701,70.98688932
Responsive,1.373179265,429.0336517,382.2525308,2802.806682,2640.328651,70.51618087,71.17265725
Responsive,0.914238939,417.3034262,398.4369641,2757.349957,2522.799647,67.56590214,72.03945955
Responsive,0.642812681,434.0266203,345.3553651,2786.042838,2540.218989,71.95969591,70.9809899
Responsive,1.080950005,481.0996789,320.9816032,2697.673953,2505.657407,68.08498749,71.28951981
Responsive,1.131314632,360.714998,350.9063138,2721.510352,2568.064226,67.1296361,69.47311132
Responsive,1.138195414,484.5118827,425.1320518,2824.284629,2428.157392,71.8903012,74.01059938
Responsive,1.164537419,495.6682294,408.4656751,2781.832996,2591.84104,66.57419048,68.29326767
Responsive,0.792814657,420.1441323,383.3869661,2923.220587,2355.75869,65.64907832,65.95423669
Responsive,1.288087504,409.6960139,316.9850224,2798.741338,2601.46001,67.14048091,69.22965648
Responsive,1.238001775,537.5360698,341.4102006,2570.698672,2538.940087,71.21874682,68.79153781
Responsive,0.920997202,511.2988914,348.1007703,2521.124257,2586.831935,70.82550395,78.62125117
Responsive,0.815568663,458.4772636,331.4896378,2757.205212,2439.855246,65.76327163,70.84675818
Responsive,1.238010912,515.3394232,372.9532767,2833.472303,2725.574975,67.04838899,64.95904064
Responsive,0.105768462,477.0439996,312.1062013,2594.004973,2468.994153,67.97873631,65.66974235
Responsive,0.977055671,545.1244777,267.0991467,2681.848083,2406.23009,73.26111061,69.18715385
Responsive,1.06220552,398.743583,375.4616618,3019.237359,2469.720197,66.45588941,75.09558015
Responsive,1.092743754,418.9892112,374.698502,2873.892791,2603.109533,67.61851837,70.317113
Responsive,0.863627811,430.7487696,333.254341,2644.704064,2483.237482,67.67542639,68.40608908
Responsive,0.796594607,393.1489457,399.1282034,2652.961228,2431.572227,72.73506245,57.15871512
Responsive,0.944437139,480.4988405,376.9960873,3078.809355,2501.101849,73.02452993,72.96751983
Responsive,0.748734594,448.308505,359.603154,2727.499225,2582.911713,67.95946705,70.25085229
Responsive,0.844969642,425.2855401,373.8532696,2620.765997,2620.101097,69.94990767,67.33381163
Responsive,0.4879527,429.3187053,406.61018,2478.333875,2492.980787,71.07716162,62.10328182
Responsive,0.779794398,501.032517,406.5874273,2914.492381,2629.695739,74.87409963,70.39009952
Responsive,1.248171811,405.0395068,378.632731,2798.304548,2686.971318,69.12483047,73.7072317
Responsive,0.34182483,539.0530257,384.8062912,2776.977338,2506.255298,68.89919346,70.81331639
Responsive,1.002581205,538.4682204,350.3495838,2696.129956,2619.808939,63.42188939,67.00954795
Responsive,0.961979482,586.8710394,331.1128439,2800.744532,2520.886802,68.85990008,63.68384176
Responsive,0.823774941,442.198445,344.8584947,2861.244514,2661.644994,65.43650586,72.62421949
Responsive,1.504808618,528.109468,392.5486947,2715.121574,2727.820026,68.29220839,73.66024915
Responsive,0.31305275,515.0285903,391.801469,2736.687445,2553.485131,68.06338069,69.14321748
Responsive,0.824623952,478.7023068,371.433838,2560.552935,2581.729049,68.46390485,78.79347954
Responsive,0.562022871,510.4628186,382.6420721,2935.873134,2571.690479,70.82299769,72.41336699
Responsive,1.265043276,440.816144,359.73556,2517.569342,2479.241123,65.90290249,73.5207107
Responsive,0.614078131,513.9318068,364.8860437,2805.046941,2620.771378,66.22402887,62.05233542
Responsive,1.061357065,470.2818663,334.1521302,2716.830383,2546.554124,68.47286059,56.53660813
Responsive,0.832745226,453.7117092,390.6553864,2467.575894,2509.445773,67.12559287,63.14850079
Responsive,0.758036349,452.6784984,470.6506296,2656.647522,2690.121007,72.53559729,74.83272307
Responsive,1.18409591,509.3495637,353.6654553,2779.98063,2632.882448,66.31378593,61.27036814
Responsive,0.503349671,416.3658444,350.9531196,3064.391416,2618.922734,70.96452101,70.19314061
Responsive,1.959974508,573.0287169,340.0336017,2756.814649,2562.135266,65.30159992,70.6724387
Responsive,1.005558001,458.2158328,393.8533857,2864.927801,2399.0646,71.38498611,61.28690541
Responsive,2.24757329,464.5862609,341.2242398,2835.745445,2486.866201,66.0693385,66.56477609
Responsive,1.089592915,557.763155,361.8466337,2424.737669,2519.072914,70.00585815,66.61406833
Responsive,1.145343641,495.4603408,371.0922614,2682.110592,2682.698049,69.86546308,67.12586923
Responsive,0.586365283,550.583769,405.5955509,2721.867046,2456.225293,66.56318349,71.54684796
Responsive,1.04893089,434.1635446,447.9965842,2644.630156,2631.280342,66.70216611,65.27107609
Responsive,1.088722242,483.2199694,354.7704887,2724.768227,2569.645191,69.41469672,72.50438469
Responsive,1.62349296,505.0021839,392.4991936,2769.962677,2623.763585,70.33248786,71.56045399
Responsive,0.656420218,456.6408578,327.6438113,2792.866807,2518.616943,70.94110132,71.15643702
Responsive,1.953234531,521.7753233,319.5528991,2827.315081,2591.010963,67.42959373,67.82685867
Responsive,0.824785293,478.7839825,370.4923332,2531.049564,2502.749269,70.32127262,66.23273434
Responsive,0.428746037,458.7053605,344.7520694,2784.3916,2450.885734,69.79259798,64.06622997
Responsive,0.495056723,491.807054,369.4537485,2538.708201,2477.338718,68.31072203,64.69627027
Responsive,1.358042522,553.8178852,377.9623651,2836.322746,2644.301476,72.08818911,68.18828124
Responsive,1.558921154,441.2595214,361.2155551,2784.831549,2556.753761,71.0423658,73.60253672
Responsive,0.62316267,451.3344535,382.1283601,2617.428822,2598.012337,70.20034995,74.95409406
Responsive,1.653258413,345.0235304,387.3517853,2602.771151,2490.534898,70.55652483,67.26834689
Responsive,0.625710067,467.980685,392.0972,2704.464554,2476.420779,70.45331598,64.04866187
Responsive,0.83935876,503.2002362,355.6209793,3054.836079,2511.599848,67.8180542,69.97415932
Responsive,1.175705867,568.9894036,351.9983467,2826.233207,2642.514429,70.78467385,69.61070898
Responsive,1.182311054,510.7693042,397.9865561,2616.678688,2701.219867,66.49269219,66.81618134
Responsive,1.42889108,521.063206,349.4774116,2602.909375,2437.174477,65.03496597,60.45601794
Responsive,0.683577357,465.2022653,355.0420137,2559.482451,2474.826311,68.79589756,66.68726857
Responsive,1.003033889,529.0260263,274.3520453,2858.6038,2630.884258,66.84845653,73.54803135
Responsive,1.08329949,395.7165367,406.2412743,2582.239979,2525.235259,72.86768,64.88204267
Responsive,1.950406372,433.8811711,347.6587544,2741.246532,2505.243444,66.97391951,70.22989138
Responsive,0.485359365,485.8764159,352.619706,2856.999499,2585.829864,75.63643916,67.36559555
Responsive,1.454940728,465.8527709,366.118806,2837.835009,2674.854852,67.22117868,69.52866021
Responsive,1.105103363,428.5588619,404.5125312,2623.888174,2460.802635,67.08304245,65.14888019
Responsive,0.456182104,457.2775731,390.8286843,2816.100261,2512.99422,68.10995514,70.06339063
Responsive,1.687756884,467.2898057,384.013039,2934.531983,2543.023735,67.08609226,66.75738035
Responsive,1.36145985,499.5182012,402.2963725,2765.790316,2596.761515,71.20983812,60.01509475
Responsive,1.475288022,454.3754518,351.1715665,2643.771624,2539.101654,71.83594165,66.7113404
Responsive,0.601728023,497.1863129,436.4052671,2776.848336,2446.596838,64.93817866,67.44851925
Responsive,0.983046394,477.3624026,378.9656768,2697.969812,2499.390728,66.40550414,67.9039672
Responsive,1.076188222,508.5815265,420.6386329,2837.2649,2673.882202,68.33967217,70.40714351
Responsive,0.821156205,480.8608764,364.0918808,2943.916157,2432.515032,64.09410417,76.39317784
Responsive,1.541836196,448.1660033,302.4461252,2845.74778,2542.213036,71.14463848,69.73674217
Responsive,1.705148762,534.756557,368.8076855,2641.73505,2412.240407,67.69732028,64.39035821
Responsive,0.688142412,547.1207291,352.9121477,2759.942241,2670.909899,70.65155184,68.33173756
Responsive,1.200861965,475.6712005,383.6445113,2653.441236,2489.736229,71.7185276,73.29420171
Responsive,0.842076922,513.3868785,406.9746892,2591.211494,2489.793978,63.63033936,71.23776743
Responsive,0.799177257,606.1681521,362.7891183,2638.129332,2515.57031,66.58405134,66.19919625
Responsive,0.453705158,549.3191203,336.3814836,2643.490884,2611.178314,67.87992433,64.15054912
Responsive,0.934089124,497.9947721,358.8746098,2837.928232,2542.702495,65.36227545,75.79493421
Responsive,0.945502995,450.7549136,388.9672552,2680.653886,2417.879848,65.59723889,59.29811521
Responsive,1.058735417,473.6666676,380.5884598,2792.354875,2648.124764,65.08808508,68.71703544
Responsive,0.871898942,420.6643319,331.6668398,2768.900571,2611.701629,71.62093365,66.23357141
Responsive,0.624938752,574.7899084,366.6635238,2840.281118,2508.514202,66.14025479,61.59164177
Responsive,1.321260864,426.4284129,380.5424044,2800.600714,2283.842064,67.83637676,71.75391507
Responsive,1.380135341,445.9575213,373.1974283,2726.890243,2570.071203,72.51714065,71.12264737
Responsive,0.151800518,466.0757105,380.5511498,2777.140106,2588.816,72.41319571,75.7631443
Responsive,0.553508156,441.7482607,387.2930623,2854.878539,2622.779209,69.54465986,78.33142098
Responsive,0.719094823,400.0221621,412.7701943,2861.711029,2628.150345,66.56165991,73.77464257
Responsive,1.313654934,525.7313398,357.5831101,2860.456357,2373.071173,73.70271016,73.13174913
Responsive,1.334553877,434.3645242,377.4960232,2918.745763,2676.968611,71.58965122,70.70919774
Responsive,1.003787798,507.1763452,375.9157335,2742.535429,2683.606812,67.71511267,68.28988192
Responsive,0.586084454,505.7393612,453.5511701,2962.911736,2520.042729,64.70897779,68.16762129
Responsive,1.091658865,465.8825205,401.8058545,2703.412011,2409.264913,72.0321056,71.22682562
Responsive,0.716815391,486.4119564,339.3396073,2812.85359,2425.75257,71.69733436,69.41305393
Responsive,0.72169245,486.0030227,336.4962613,2495.534903,2499.658241,72.70311329,80.61972825
Responsive,0.737853863,474.1916886,368.1024341,2793.106228,2533.934266,68.43183962,67.1801235
Responsive,0.490676442,485.6638152,321.9908179,2801.339316,2564.643776,65.64375678,70.38538158
Responsive,0.758054556,416.4981856,347.690928,2754.227486,2580.243472,68.52819972,68.26244378
Responsive,1.116951131,424.6347659,390.2792046,2774.97141,2591.212874,74.38663748,69.35128902
Responsive,1.492824492,461.8157752,305.3273332,2688.567529,2629.281979,66.71224997,62.19852137
Responsive,0.491036249,555.1321236,365.6530573,2821.72956,2602.226007,67.16427099,65.28925245
Responsive,0.968742222,420.8312975,336.4313541,2872.886646,2594.206036,66.18661313,70.87035196
Responsive,0.952658575,524.8058169,441.9968543,2544.28974,2633.2678,69.37862393,71.44402652
Responsive,0.955208248,440.5941839,362.9850962,2808.344698,2549.15721,70.66385704,71.17732306
Responsive,0.563313612,441.5126493,359.2338026,2712.999332,2526.120537,72.83850157,71.37330883
Responsive,0.607697403,400.1559816,341.5721362,2633.343954,2630.729757,68.46339784,68.27811196
Responsive,1.028565395,411.3518813,385.6277243,2694.644209,2401.976034,69.8471227,66.30172713
Responsive,0.989996086,566.5927734,396.9529787,2735.86017,2440.108166,72.67560688,72.69491236
Responsive,1.311717166,483.3395633,408.1526639,2784.905533,2521.044872,66.42490257,75.14731846
Responsive,1.233929101,503.4949095,341.8563046,2750.006437,2471.962643,70.79128928,63.82934988
Responsive,1.330248543,601.2092761,366.6757066,2622.93501,2516.706482,68.20827796,73.19911288
Responsive,1.593543952,541.4046854,419.1658776,2501.124357,2579.295364,67.61061095,76.47800051
Responsive,1.39702798,536.4247615,349.9171365,2506.458254,2501.388568,73.11161897,62.62308853
Responsive,1.080781577,558.6061389,338.1097895,2714.858195,2577.8265,73.49047753,68.3757913
Responsive,1.070227007,408.9841202,366.4394929,2800.267594,2459.554363,60.43611328,75.68124375
Responsive,1.587212757,425.5916135,414.801639,2705.824319,2556.352176,72.42164819,66.40225729
Responsive,1.732138308,507.7420667,384.2151116,2829.014363,2538.422061,72.54307584,67.97645653
Responsive,0.602740393,434.2870605,381.3546916,2675.077619,2594.974289,73.8178777,74.14644577
Responsive,0.830463322,497.9695085,413.1104081,2551.939233,2514.880231,66.86915238,78.2722254
Responsive,1.267466802,420.0176034,413.000026,2688.981598,2569.040423,68.46392688,67.5102989
Responsive,0.971555147,460.9897629,312.7871169,2772.920801,2740.153769,73.60964731,65.17713776
Responsive,0.707815447,443.5981168,394.7551595,2563.635754,2469.612611,69.89127208,70.69980618
Responsive,0.226713108,421.052716,364.209812,2723.149725,2658.376114,69.03717356,70.47373201
Responsive,1.328308395,538.9494347,371.1628688,2879.031751,2511.070728,69.75962036,63.21312782
Responsive,1.833867549,601.778559,378.4580607,2588.088866,2502.973578,72.98524803,65.95989336
Responsive,1.075863648,531.1928291,322.3564427,2770.859838,2544.65541,73.60190375,70.56112668
Responsive,0.969555156,450.2152971,347.8015702,2781.034874,2378.105834,69.82939281,72.55122347
Responsive,0.260101044,477.5589895,369.7505721,2896.879476,2415.950391,67.39983473,67.39203851
Responsive,0.983056883,522.8346144,369.3917229,2950.628173,2474.960279,65.40212092,64.76530515
Responsive,1.097652495,521.6241054,329.7441581,2680.353807,2511.368876,64.22498165,68.43882621
Responsive,0.70847446,490.4731891,330.8294497,2753.763367,2523.376917,70.32739226,66.17171219
Responsive,0.748871369,535.2045379,302.5896247,2636.68683,2637.137344,69.66991109,64.21500135
Responsive,0.648856007,484.167336,345.3115012,2619.570995,2555.849498,63.79112053,72.25707254
Responsive,0.122652922,499.2022429,399.8885606,2697.647492,2330.366591,68.43991521,60.34789621
Responsive,0.18251765,450.2682873,390.0376371,2911.816942,2427.289991,71.23764125,73.08522601
Responsive,0.719260414,535.7354234,367.6226401,2810.387633,2554.478484,68.74425232,68.05700077
Responsive,0.0793874,513.3543865,400.7863194,2720.450371,2671.28792,67.73571971,65.22607563
Responsive,1.144281826,493.9037116,386.5599686,2594.576375,2410.104071,69.87633647,64.81511178
Responsive,1.205381472,499.3893747,369.9374272,2826.142579,2672.950023,64.77191205,69.57101318
Responsive,0.404942432,508.7274959,397.7373007,2937.782677,2702.71674,67.96102571,68.2238369
Responsive,0.719374398,423.9758982,339.236697,2749.565414,2501.683698,65.95390137,70.49026072
Responsive,1.237964124,459.7492978,346.3819883,2728.057304,2559.28588,73.87176493,58.68415146
Responsive,1.199977403,592.2156943,376.1789837,2847.623763,2449.291826,73.74827454,76.00868667
Responsive,0.907323209,444.5961811,302.1633882,2702.341995,2408.8705,67.50015526,66.49647892
Responsive,0.728938686,498.9757549,333.5140746,2810.221312,2481.549437,69.46802793,72.07193484
Responsive,1.105665386,445.7835071,241.2993374,2678.902012,2448.175167,71.34685926,71.60786187
Responsive,1.324117169,515.8078931,375.3349866,2579.431583,2416.072619,77.82159991,67.13123004
Responsive,1.385989915,413.1072898,331.4460846,2672.25996,2416.253481,65.32214118,67.89810599
Responsive,0.89698254,496.2686315,360.7346502,2483.062364,2244.428795,70.58762199,73.81013786
Responsive,1.083806976,450.3179609,384.9561766,2947.739845,2625.761103,68.71246333,73.91427096
Responsive,1.149131509,533.8152658,328.9837159,2850.193182,2627.372101,65.80707752,66.0383927
Responsive,0.560784315,457.964828,405.3403841,2901.251391,2663.179442,66.60522937,71.49840865
Responsive,1.281519641,448.3767993,375.595646,2452.341392,2499.57121,68.18522591,62.65931558
Responsive,0.433937497,611.4221079,348.7648388,2528.194595,2536.257832,73.07304208,77.99013474
Responsive,0.859747114,463.0545127,364.9849764,2586.811819,2434.116524,70.10691662,68.47766191
Responsive,0.753233167,532.2087162,380.5018037,2674.375427,2608.073428,70.27685716,70.37588768
Responsive,1.676693204,486.2309181,393.0125731,2607.921143,2572.860006,68.98832943,67.18905983
Responsive,1.183407207,575.8170177,395.7339001,2611.137169,2542.951319,65.02831663,68.26796456
Responsive,0.745508429,533.6640657,394.7905309,2692.057774,2645.847442,69.75719296,65.36237894
Responsive,0.324507201,489.6656292,384.7397537,2847.681064,2513.512695,66.22177594,66.62077385
Responsive,1.027558543,538.4176051,416.7829097,2823.507869,2661.370422,69.92930717,71.52404536
Responsive,1.295394101,435.7933546,366.4662576,2884.88164,2409.507664,71.62254354,69.39231202
Responsive,0.87647956,462.4244266,378.4571043,2720.903753,2475.364078,72.42386857,74.21458226
Responsive,1.137158504,470.2496177,339.9642172,2612.188652,2544.316402,72.14613327,68.30846602
Responsive,0.467094349,459.4978994,359.1380148,2821.627319,2701.0496,70.10877219,68.85343745
Responsive,1.688812998,502.4834249,337.1374503,2592.590105,2634.376509,72.90069005,73.22907986
Responsive,1.171144863,462.755785,341.5145131,2400.655535,2582.033029,71.37393471,82.4163883
Responsive,0.709245679,497.3499031,421.370953,2622.736029,2571.700239,66.11158296,72.32536727
Responsive,0.274149559,582.1311629,372.3383056,2759.447185,2441.605384,63.53764563,62.06011172
Responsive,0.444466759,474.8529496,424.6683853,2831.802948,2590.875683,65.01079952,69.87019016
Responsive,1.29035621,434.4086132,394.3878322,2630.381003,2655.091933,65.51892178,73.85829298
Responsive,1.41390811,527.3236155,378.8767941,2945.567547,2554.710256,68.14233343,67.41154766
Responsive,1.775453276,435.3163268,374.6502556,2756.21008,2454.376032,72.3899549,66.53925156
Responsive,1.406526623,518.9838369,413.8514255,3116.533565,2537.47361,66.5814738,59.16817143
Responsive,1.193731919,404.5383756,338.1665833,2778.83641,2598.625837,71.9220951,77.51454109
Responsive,1.935906585,478.3034904,344.7782242,2756.003839,2504.877551,70.12772759,75.27550199
Responsive,0.724849637,467.9288916,365.7174027,2740.007286,2629.682015,76.18772454,53.26338943
Responsive,0.704038799,511.0793736,372.9310291,2863.016056,2356.319951,65.02149803,70.55602843
Responsive,0.590170427,441.9063031,296.8487477,2591.320185,2537.039,68.70605719,71.15171747
